User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
13132405,female,78,159.0,56.0,18,93.0,40.4,102
10142566,female,33,152.0,51.0,27,105.0,41.1,168
18741499,male,53,170.0,78.0,16,94.0,40.7,84
12578105,female,52,169.0,71.0,19,100.0,40.5,109
17505999,female,40,153.0,52.0,29,102.0,40.9,175
19127347,male,55,177.0,79.0,5,92.0,39.1,25
18444860,female,61,162.0,67.0,10,88.0,39.8,47
14852791,male,22,189.0,88.0,14,96.0,39.9,60
14078000,female,32,182.0,81.0,4,92.0,39.1,18
10492184,female,55,173.0,67.0,27,109.0,40.9,184
14701930,male,31,182.0,83.0,20,101.0,40.9,107
17360887,female,61,151.0,55.0,11,90.0,39.3,56
19448313,male,25,181.0,83.0,15,83.0,40.4,35
11676227,female,39,184.0,77.0,10,89.0,39.6,43
17188091,female,42,157.0,56.0,3,88.0,38.7,14
14940202,female,22,150.0,54.0,17,98.0,40.3,89
14897353,male,43,186.0,93.0,13,97.0,39.9,72
12721653,male,28,178.0,78.0,8,89.0,39.9,26
11604267,female,26,166.0,64.0,20,92.0,40.3,91
13900774,female,29,158.0,59.0,29,111.0,41.0,194
10856272,female,33,162.0,58.0,25,109.0,40.7,164
17352972,male,22,185.0,86.0,6,84.0,39.3,20
10239327,female,27,149.0,50.0,19,98.0,40.4,102
10048606,female,49,167.0,68.0,29,107.0,40.9,188
18963715,female,29,178.0,73.0,12,92.0,40.2,54
19036945,male,29,193.0,89.0,8,88.0,39.4,27
13135830,male,57,179.0,77.0,17,95.0,40.4,95
11093389,female,37,180.0,76.0,19,86.0,40.5,75
14533728,male,50,193.0,99.0,3,81.0,38.3,11
11643295,female,49,173.0,72.0,16,94.0,40.3,81
10567476,female,38,157.0,60.0,28,109.0,40.7,185
18193088,male,30,183.0,83.0,30,97.0,41.3,141
13175113,male,36,193.0,91.0,30,107.0,41.0,200
11085524,male,25,179.0,77.0,24,108.0,40.8,144
11141025,male,70,185.0,83.0,1,74.0,38.1,3
18434125,male,25,198.0,93.0,23,108.0,40.8,146
15451975,male,21,177.0,81.0,20,97.0,40.8,84
19604604,male,23,167.0,69.0,22,102.0,40.5,106
18869437,female,32,157.0,58.0,2,89.0,40.2,9
18923068,female,46,162.0,58.0,24,106.0,40.4,155
14897082,male,38,192.0,98.0,4,90.0,38.9,17
12451704,male,64,184.0,88.0,27,109.0,41.1,223
10055434,male,28,202.0,99.0,15,88.0,39.9,54
19916602,male,62,188.0,92.0,15,91.0,40.4,83
14120544,female,45,167.0,66.0,23,98.0,40.4,126
19382612,female,57,172.0,70.0,28,105.0,41.2,179
19109837,female,48,154.0,57.0,2,91.0,38.6,10
17206141,female,73,176.0,78.0,17,99.0,40.4,101
13114058,female,42,155.0,53.0,14,91.0,40.1,68
17373549,female,51,154.0,56.0,15,96.0,40.6,83
17897028,male,32,187.0,93.0,11,90.0,39.9,43
16767778,male,74,187.0,88.0,9,88.0,39.4,50
12388740,male,31,182.0,82.0,9,97.0,39.7,43
18154097,female,64,143.0,49.0,20,99.0,40.5,123
16240769,female,48,166.0,65.0,12,97.0,40.2,65
19455108,female,26,174.0,67.0,6,84.0,39.4,22
18565764,male,25,191.0,94.0,16,95.0,40.3,70
19599116,male,48,174.0,79.0,22,103.0,40.7,140
10836953,female,52,169.0,66.0,6,95.0,39.4,32
19381713,female,47,165.0,67.0,6,89.0,39.5,27
19091100,female,28,163.0,61.0,9,92.0,39.7,42
17674162,female,51,166.0,65.0,25,91.0,40.5,122
15937153,female,58,153.0,59.0,5,83.0,39.4,21
12778129,female,38,156.0,56.0,20,94.0,40.8,101
16401633,female,47,161.0,57.0,10,86.0,39.8,44
17217533,female,46,164.0,60.0,8,87.0,39.5,35
19933558,female,76,162.0,69.0,13,100.0,40.0,81
13537932,male,72,179.0,81.0,21,97.0,40.6,140
13990932,male,44,203.0,101.0,8,88.0,39.3,35
17095611,male,28,179.0,87.0,7,89.0,39.5,24
18862206,female,65,155.0,58.0,17,95.0,40.5,96
12424035,female,41,165.0,67.0,7,88.0,39.4,30
19961457,male,21,198.0,102.0,3,82.0,38.7,7
18397583,male,69,178.0,79.0,7,84.0,39.3,32
10732007,male,69,188.0,95.0,11,92.0,39.9,67
15424186,female,31,152.0,54.0,16,92.0,39.8,76
11245527,male,31,196.0,92.0,28,105.0,40.8,172
11498661,female,48,175.0,75.0,3,76.0,38.9,9
11400046,male,36,181.0,81.0,21,104.0,40.5,126
12534780,male,62,183.0,81.0,10,88.0,39.7,48
10323475,male,44,177.0,77.0,13,95.0,40.2,64
16216033,male,37,197.0,92.0,1,87.0,40.2,4
10984640,male,46,176.0,83.0,16,98.0,39.9,90
18819373,male,63,186.0,87.0,18,92.0,40.1,101
15139228,male,65,186.0,86.0,21,110.0,40.6,177
15704454,female,22,173.0,66.0,15,90.0,40.6,63
11626079,female,53,156.0,57.0,8,91.0,39.7,40
13499417,female,68,170.0,73.0,30,102.0,40.8,187
13771122,female,34,164.0,57.0,26,107.0,41.0,166
14238080,male,63,188.0,94.0,19,91.0,40.3,107
11501751,male,39,187.0,87.0,24,104.0,41.0,151
12894611,female,28,176.0,68.0,2,86.0,38.1,8
10709301,female,29,182.0,76.0,8,83.0,39.7,28
16732256,male,51,181.0,82.0,9,79.0,39.8,27
18451511,female,39,161.0,64.0,9,81.0,39.6,32
10241958,female,35,173.0,73.0,26,101.0,40.8,144
16816435,female,27,153.0,55.0,15,93.0,39.9,72
17900575,male,25,167.0,69.0,2,88.0,38.4,6
17365399,male,20,182.0,84.0,12,99.0,39.9,54
16911419,female,62,172.0,75.0,9,87.0,39.3,40
11204322,female,75,152.0,51.0,3,89.0,38.3,16
15412983,female,49,161.0,55.0,18,97.0,40.1,101
17807291,male,24,189.0,92.0,1,88.0,38.1,3
13195146,female,50,170.0,72.0,18,102.0,40.4,107
15595236,male,27,180.0,78.0,20,103.0,40.3,107
14518651,male,25,205.0,108.0,19,99.0,40.4,101
10098080,male,25,175.0,78.0,28,108.0,40.9,168
12713127,female,47,172.0,75.0,10,82.0,39.8,37
10752958,female,37,166.0,65.0,28,107.0,40.8,177
18371585,female,22,165.0,63.0,22,102.0,40.5,122
10431534,male,78,182.0,87.0,1,79.0,40.2,4
16989528,male,25,196.0,92.0,3,83.0,38.5,8
19604365,female,50,163.0,58.0,16,93.0,40.3,82
16148770,male,39,175.0,77.0,6,86.0,39.5,20
12087215,female,37,164.0,63.0,12,91.0,39.8,56
13262589,female,66,158.0,61.0,30,112.0,40.9,223
12205400,female,61,162.0,61.0,16,99.0,40.4,95
10655273,male,32,176.0,82.0,9,86.0,39.5,28
12403382,male,54,190.0,98.0,25,109.0,40.5,200
19470176,female,53,173.0,68.0,7,96.0,39.3,38
19614404,female,61,158.0,62.0,2,79.0,38.2,8
11111864,male,57,177.0,83.0,12,91.0,39.7,61
16030251,female,24,141.0,43.0,11,100.0,40.3,62
16088337,female,39,159.0,59.0,5,88.0,39.3,22
19658957,male,30,182.0,81.0,12,91.0,39.6,45
18871176,male,54,189.0,101.0,6,94.0,38.8,35
14056325,male,78,174.0,77.0,28,105.0,40.8,226
18471591,female,22,158.0,58.0,8,89.0,39.7,34
14512475,male,32,194.0,94.0,24,98.0,40.8,124
10687967,female,38,164.0,67.0,6,77.0,39.4,19
11965048,female,30,181.0,77.0,29,113.0,40.8,194
16279613,male,33,177.0,80.0,25,102.0,40.5,138
13304910,male,55,180.0,89.0,4,81.0,38.8,14
15135673,male,70,198.0,108.0,9,85.0,39.8,48
10315558,male,31,186.0,85.0,28,106.0,40.8,172
13506287,male,23,187.0,78.0,11,87.0,39.7,30
11127230,male,26,184.0,89.0,9,89.0,39.6,31
13872524,female,28,172.0,72.0,4,82.0,39.5,14
15141915,female,32,146.0,51.0,13,86.0,39.9,54
17360501,male,26,181.0,81.0,4,79.0,39.1,7
18509951,male,63,203.0,86.0,14,106.0,40.0,117
12826845,male,62,177.0,78.0,25,111.0,40.8,206
17692087,male,64,185.0,92.0,28,112.0,41.0,246
11960332,male,53,176.0,81.0,22,103.0,40.6,147
17602676,female,74,162.0,69.0,8,97.0,39.7,47
11388621,male,34,170.0,72.0,10,91.0,40.0,37
16990304,male,27,179.0,75.0,20,101.0,41.0,100
17670099,female,60,157.0,54.0,7,87.0,39.7,33
17120460,female,54,169.0,62.0,22,103.0,40.5,137
12617912,male,22,177.0,76.0,9,89.0,39.7,27
12148591,female,65,162.0,65.0,12,98.0,39.8,70
19842018,female,41,162.0,63.0,28,105.0,41.1,174
14510596,male,25,188.0,95.0,29,112.0,41.1,202
18580982,female,33,156.0,56.0,6,89.0,39.4,27
19182446,female,62,160.0,64.0,7,80.0,39.4,27
15037548,female,57,172.0,68.0,19,104.0,40.4,120
14597987,female,22,160.0,65.0,13,99.0,40.4,68
10865269,male,25,197.0,103.0,15,94.0,40.1,67
17034076,male,60,181.0,79.0,9,92.0,39.4,48
14074396,female,48,170.0,66.0,11,92.0,39.8,54
14818166,male,26,177.0,69.0,12,89.0,40.0,36
17640621,male,49,201.0,105.0,21,102.0,40.7,144
12334432,female,22,146.0,50.0,22,108.0,40.5,140
10599580,male,74,177.0,80.0,14,93.0,39.9,86
17633170,male,72,196.0,92.0,25,110.0,40.5,222
11956200,female,65,148.0,54.0,13,85.0,40.3,60
16042856,female,33,160.0,57.0,13,100.0,40.0,73
17345083,female,26,176.0,69.0,28,108.0,40.8,173
15852013,male,26,190.0,88.0,14,95.0,39.7,60
12893407,male,25,182.0,84.0,17,93.0,40.4,66
19021774,male,26,187.0,89.0,13,89.0,40.1,45
15435063,male,26,194.0,93.0,22,101.0,40.6,117
17655479,female,32,170.0,66.0,17,97.0,40.5,88
16025145,male,55,187.0,84.0,3,85.0,38.3,12
17333762,male,25,166.0,68.0,23,106.0,40.5,126
13086099,male,43,180.0,84.0,6,89.0,39.2,25
19787593,female,42,159.0,64.0,15,87.0,39.8,64
14591207,male,24,193.0,91.0,5,90.0,39.3,18
10684828,male,70,189.0,96.0,24,113.0,40.9,224
15459106,female,35,172.0,72.0,28,106.0,40.8,170
16568926,male,36,181.0,79.0,5,87.0,39.4,17
19905203,male,59,168.0,73.0,8,87.0,39.4,35
15877060,male,56,182.0,88.0,8,96.0,39.3,47
17240909,female,45,156.0,56.0,25,105.0,40.7,159
11275491,male,44,199.0,99.0,9,97.0,40.0,51
16815544,female,21,184.0,72.0,18,98.0,40.2,90
14716192,female,68,166.0,64.0,18,94.0,40.6,99
13704384,male,21,175.0,74.0,29,109.0,41.2,170
10039572,female,26,177.0,75.0,12,89.0,40.0,49
19801362,female,29,153.0,50.0,3,82.0,38.1,11
11064803,male,40,176.0,77.0,28,107.0,40.9,184
19009953,female,35,166.0,63.0,13,101.0,39.8,74
18284780,female,34,164.0,41.0,14,92.0,40.2,70
18490494,female,60,153.0,57.0,16,99.0,40.4,96
10890442,male,37,176.0,83.0,3,88.0,38.6,11
15692822,female,24,170.0,64.0,8,90.0,39.6,34
12236279,female,53,147.0,54.0,22,100.0,40.6,132
10311591,female,77,176.0,76.0,9,85.0,39.3,41
18802682,female,39,172.0,66.0,25,106.0,40.6,156
13600092,female,36,181.0,79.0,22,106.0,40.9,132
13228155,male,34,185.0,94.0,4,85.0,38.8,13
16038542,male,54,168.0,72.0,27,113.0,41.3,217
13023498,male,20,194.0,86.0,20,106.0,40.2,113
14215830,female,44,160.0,61.0,1,79.0,40.2,4
15920882,female,37,172.0,70.0,16,96.0,40.2,81
12988730,male,78,185.0,85.0,24,97.0,40.9,169
14441559,female,76,167.0,65.0,10,83.0,39.9,44
16402304,female,43,176.0,75.0,6,81.0,39.2,21
17859714,male,60,169.0,70.0,2,84.0,40.2,8
19198039,male,31,208.0,104.0,3,83.0,38.7,9
12526675,male,25,178.0,77.0,9,89.0,39.4,28
16676487,male,45,182.0,84.0,28,113.0,41.0,220
15034515,female,28,152.0,54.0,21,104.0,40.7,126
19089590,female,37,156.0,57.0,22,96.0,40.6,116
12691018,female,20,164.0,60.0,19,109.0,40.8,120
19066888,female,36,164.0,41.0,17,97.0,40.1,95
14459480,female,27,184.0,73.0,13,91.0,40.3,56
19698334,female,30,172.0,68.0,9,89.0,39.8,38
12397872,female,30,173.0,67.0,3,83.0,38.6,11
18654886,male,60,193.0,97.0,30,105.0,40.8,230
15789439,female,78,177.0,76.0,22,101.0,40.6,138
19341618,male,56,191.0,101.0,12,98.0,40.1,78
15650804,female,29,158.0,56.0,29,110.0,40.8,192
15450960,female,21,159.0,62.0,21,95.0,40.4,101
11844111,male,33,192.0,98.0,10,97.0,39.8,52
15181343,male,26,184.0,83.0,23,107.0,40.5,138
12679405,male,28,187.0,88.0,4,77.0,38.5,7
19356729,female,54,163.0,60.0,28,114.0,41.0,208
14135627,female,76,157.0,58.0,23,100.0,40.7,146
10785521,male,23,170.0,74.0,16,104.0,40.1,84
17544071,female,23,161.0,59.0,20,106.0,40.4,121
11109846,male,23,196.0,96.0,28,98.0,40.9,134
10270228,female,36,179.0,76.0,1,83.0,40.2,4
11694485,female,31,149.0,48.0,7,87.0,39.8,30
12912049,female,49,153.0,58.0,15,100.0,39.9,88
14089331,female,29,150.0,60.0,20,98.0,40.7,106
11587360,female,63,150.0,56.0,12,96.0,39.9,69
16554864,female,29,172.0,67.0,19,95.0,40.3,93
15556930,male,23,195.0,98.0,2,87.0,40.2,6
19585087,male,31,201.0,97.0,22,102.0,40.4,128
18799489,male,61,199.0,107.0,20,99.0,40.8,140
17900358,female,48,175.0,73.0,10,87.0,39.8,43
10487596,female,21,164.0,61.0,30,112.0,40.6,199
11418173,female,22,177.0,72.0,19,91.0,40.3,81
19574948,male,58,190.0,94.0,24,98.0,40.5,154
15226965,female,63,173.0,71.0,29,108.0,40.9,197
18095026,female,31,168.0,62.0,8,89.0,39.6,35
11658955,male,44,185.0,82.0,14,100.0,40.5,81
18034259,male,51,178.0,81.0,8,85.0,39.4,31
15929303,male,45,186.0,83.0,10,95.0,39.8,51
19323323,male,24,174.0,80.0,12,99.0,40.1,56
18225492,male,49,195.0,106.0,24,111.0,40.5,197
12291793,female,30,161.0,61.0,30,106.0,40.8,184
10210587,female,34,178.0,74.0,10,99.0,39.7,53
15562723,male,20,180.0,83.0,16,95.0,40.3,63
10429031,female,63,172.0,69.0,24,101.0,40.7,146
19996063,female,27,174.0,68.0,24,109.0,40.6,152
18305966,female,26,160.0,61.0,6,83.0,38.9,22
19799792,male,63,191.0,94.0,21,102.0,40.4,153
19630701,male,38,206.0,111.0,16,97.0,40.4,91
18745331,female,35,174.0,68.0,10,90.0,39.7,44
11378800,female,62,165.0,69.0,18,97.0,40.7,102
10719858,male,66,198.0,96.0,22,108.0,40.6,184
11170908,female,29,160.0,59.0,27,112.0,40.9,184
15425554,female,29,171.0,71.0,9,89.0,40.0,38
12610726,male,22,178.0,75.0,24,91.0,40.5,78
12806997,female,62,152.0,54.0,24,108.0,40.9,169
12477808,female,29,174.0,73.0,6,91.0,39.1,26
14361041,female,35,182.0,78.0,23,100.0,40.6,123
15318796,male,28,162.0,66.0,4,80.0,38.9,7
19836227,female,31,173.0,64.0,16,86.0,40.3,64
16016396,male,62,195.0,97.0,19,92.0,40.2,110
16779958,male,52,183.0,84.0,18,100.0,40.4,112
13471646,male,34,190.0,88.0,18,93.0,40.5,79
15621286,female,24,169.0,65.0,8,95.0,39.5,38
15323286,male,46,194.0,97.0,23,105.0,40.9,160
17088742,female,59,161.0,64.0,4,79.0,39.0,15
17143275,female,71,165.0,67.0,19,91.0,40.3,99
13749090,male,51,181.0,87.0,10,85.0,39.7,40
14932098,female,37,152.0,51.0,17,96.0,40.4,91
10834679,female,49,173.0,75.0,3,81.0,38.5,11
17577771,male,26,189.0,84.0,7,85.0,39.3,19
11199394,male,22,161.0,67.0,28,110.0,40.7,166
17582995,male,29,192.0,88.0,29,106.0,40.9,177
11030752,male,33,184.0,81.0,13,91.0,40.0,51
11351244,male,37,196.0,102.0,26,104.0,40.4,169
19210351,male,41,179.0,81.0,30,105.0,40.8,192
13353305,male,24,194.0,100.0,2,81.0,40.2,5
16151207,female,20,157.0,54.0,29,101.0,41.0,160
12834952,female,71,161.0,68.0,29,114.0,40.7,221
12257588,male,52,170.0,77.0,24,108.0,40.6,175
19935593,female,71,171.0,70.0,10,96.0,39.3,57
14719628,female,20,153.0,54.0,10,90.0,39.6,44
16919831,female,44,152.0,56.0,23,111.0,40.7,161
10559589,male,58,181.0,85.0,5,84.0,39.0,21
11393152,female,58,165.0,68.0,6,88.0,39.4,28
16440417,female,20,169.0,64.0,20,99.0,40.8,104
18200416,female,70,164.0,67.0,5,81.0,39.1,21
11994271,male,21,180.0,78.0,14,105.0,40.2,75
18074033,male,21,176.0,71.0,7,80.0,39.6,10
15486264,female,29,150.0,49.0,4,73.0,39.3,11
10361640,male,32,193.0,96.0,21,111.0,40.8,151
18051437,male,68,195.0,98.0,27,113.0,40.9,250
16851695,female,65,161.0,66.0,15,87.0,40.7,70
15226648,female,54,163.0,67.0,2,80.0,38.2,7
15853539,female,45,176.0,76.0,23,96.0,40.4,118
17127278,male,69,193.0,98.0,6,82.0,39.1,28
17118838,male,39,182.0,91.0,23,108.0,40.7,160
19597115,male,71,183.0,83.0,10,89.0,39.9,55
16939953,male,60,178.0,83.0,25,104.0,41.1,180
12315713,female,28,166.0,60.0,20,98.0,40.7,105
16861315,male,37,190.0,93.0,15,91.0,40.0,65
15091212,male,62,186.0,91.0,27,104.0,40.2,202
15219259,male,37,186.0,91.0,9,89.0,39.1,36
16770240,female,45,179.0,72.0,16,89.0,40.4,71
16246481,male,24,183.0,81.0,12,91.0,40.1,42
14234191,female,46,179.0,67.0,10,97.0,39.5,54
18379705,male,37,195.0,102.0,1,76.0,40.2,2
19187939,male,42,187.0,86.0,17,99.0,40.1,96
14206498,male,31,187.0,92.0,4,90.0,38.6,16
17071307,male,41,172.0,74.0,25,109.0,40.5,171
16889474,male,44,198.0,97.0,29,109.0,40.7,217
19335230,female,46,169.0,72.0,4,86.0,38.6,17
15931804,female,42,174.0,71.0,15,91.0,40.2,69
17958752,female,31,165.0,62.0,7,85.0,39.3,27
19400848,female,20,173.0,69.0,17,95.0,40.4,80
18064102,male,38,177.0,81.0,30,110.0,41.1,210
17857365,female,29,165.0,62.0,21,102.0,40.5,119
17396881,female,67,163.0,67.0,15,99.0,40.4,90
19101102,male,73,180.0,88.0,8,75.0,39.3,28
15418365,male,21,191.0,89.0,9,85.0,39.5,23
19649640,male,29,200.0,106.0,9,83.0,39.8,27
16757857,female,30,176.0,72.0,17,104.0,40.2,98
17525952,male,76,210.0,86.0,10,93.0,40.0,70
15104991,male,76,189.0,91.0,6,93.0,39.7,39
12359513,male,28,188.0,87.0,4,91.0,39.0,15
15530497,male,42,190.0,97.0,22,102.0,40.6,139
10699201,female,74,158.0,59.0,10,93.0,39.6,56
16208945,male,58,172.0,75.0,27,107.0,40.7,199
13397390,female,20,164.0,58.0,5,87.0,38.5,20
13051032,male,62,198.0,105.0,28,110.0,40.6,243
11702170,male,62,177.0,83.0,7,83.0,39.4,29
13387471,female,54,169.0,66.0,6,85.0,39.4,26
12781381,female,48,169.0,69.0,7,88.0,39.3,31
11434854,male,70,180.0,77.0,9,100.0,40.0,63
10909029,female,40,169.0,69.0,23,110.0,40.7,153
14505686,female,32,153.0,53.0,29,101.0,40.8,167
13415472,male,25,192.0,98.0,28,104.0,40.8,163
11586038,male,43,190.0,95.0,12,94.0,40.0,62
10227127,female,39,170.0,72.0,6,89.0,38.9,26
14516093,female,54,162.0,57.0,24,96.0,40.7,133
16013171,male,58,182.0,85.0,6,85.0,39.2,26
18368929,female,25,173.0,71.0,14,86.0,40.3,53
18357402,male,54,189.0,94.0,8,93.0,39.8,44
13661527,female,76,160.0,61.0,5,89.0,39.0,26
14105345,female,50,171.0,65.0,13,89.0,40.3,60
15659810,male,27,180.0,83.0,13,93.0,40.2,51
14425426,female,79,164.0,66.0,17,99.0,40.3,105
13235397,female,45,181.0,79.0,1,80.0,40.2,3
14664901,male,47,194.0,99.0,29,102.0,40.7,192
13250047,male,22,202.0,96.0,13,89.0,40.3,44
14644127,female,44,186.0,86.0,23,109.0,40.9,147
13224828,female,33,168.0,63.0,5,81.0,38.8,18
14739649,male,71,178.0,85.0,8,87.0,39.8,42
10837034,male,32,197.0,97.0,27,111.0,40.9,195
14155558,male,73,186.0,96.0,20,103.0,40.4,159
18551947,male,39,187.0,90.0,13,105.0,39.9,84
17888504,female,74,163.0,57.0,26,102.0,40.7,170
19660592,female,28,171.0,68.0,18,99.0,40.3,95
14426061,female,25,170.0,68.0,23,90.0,40.5,98
10078938,female,26,158.0,58.0,7,85.0,39.8,27
11888566,female,23,184.0,75.0,12,93.0,39.6,53
19053561,male,21,177.0,81.0,1,80.0,40.2,2
19104845,female,27,162.0,61.0,26,107.0,40.7,161
16446052,female,22,161.0,64.0,8,93.0,39.7,37
14603907,female,32,165.0,63.0,21,104.0,40.5,125
16182847,male,29,187.0,84.0,16,93.0,40.5,65
12683983,female,60,151.0,54.0,7,84.0,39.7,31
14627731,female,68,159.0,59.0,5,87.0,39.4,24
15399629,female,71,166.0,58.0,20,99.0,40.9,123
17516170,female,28,189.0,86.0,22,104.0,40.7,122
10369238,male,53,196.0,102.0,2,89.0,38.2,10
15691073,female,37,176.0,68.0,5,87.0,38.9,21
11272905,female,65,166.0,70.0,14,98.0,39.8,81
11985090,female,29,157.0,53.0,2,84.0,38.3,8
10001159,female,67,176.0,74.0,12,103.0,39.6,76
11079675,female,55,170.0,62.0,23,102.0,40.5,141
19417320,female,67,164.0,65.0,21,105.0,40.6,139
11667885,female,51,164.0,63.0,10,88.0,39.6,46
10426349,female,29,147.0,48.0,17,98.0,40.6,93
19347616,female,25,157.0,56.0,28,109.0,41.2,181
17926715,male,56,177.0,84.0,25,103.0,40.5,172
15449729,male,21,190.0,96.0,22,107.0,40.8,133
15299756,female,27,172.0,69.0,6,73.0,39.4,15
13613419,female,52,159.0,59.0,11,96.0,40.1,60
12212390,female,22,157.0,54.0,21,88.0,40.0,88
13761848,female,63,168.0,63.0,7,92.0,39.4,36
19966675,female,44,166.0,60.0,7,91.0,39.8,34
18499369,male,38,188.0,88.0,5,83.0,39.0,15
13379110,male,74,193.0,89.0,13,94.0,40.1,84
15195506,female,41,159.0,60.0,20,108.0,40.5,131
15083097,female,47,158.0,57.0,2,79.0,38.3,7
19063411,female,74,178.0,81.0,30,101.0,41.0,183
15455162,male,74,179.0,85.0,11,82.0,39.8,51
16555618,male,37,192.0,89.0,17,105.0,40.3,108
14827977,female,29,180.0,71.0,30,115.0,41.0,209
10421422,female,52,161.0,64.0,16,86.0,40.3,70
16224786,male,27,196.0,100.0,22,101.0,40.5,121
18985808,male,56,183.0,80.0,20,97.0,40.6,118
